Fecha, Energia (MWh) 
2017-01-01,1553.5136608333332
2017-01-02,2206.681339166667
2017-01-03,2563.3055600000002
2017-01-04,2542.6855145833333
2017-01-05,2575.21929875
2017-01-06,2586.7819570833335
2017-01-07,2617.9772908333334
2017-01-08,2372.6998154166668
2017-01-09,2692.2021025
2017-01-10,2660.1638054166665
2017-01-11,2616.99029
2017-01-12,2608.6528558333334
2017-01-13,2610.003798333333
2017-01-14,2438.2609354166666
2017-01-15,2116.6641462499997
2017-01-16,2525.68558625
2017-01-17,2604.3317549999997
2017-01-18,2572.3699570833332
2017-01-19,2584.5913987500003
2017-01-20,2607.2546379166665
2017-01-21,2447.3370804166666
2017-01-22,2120.8046995833333
2017-01-23,2516.39655125
2017-01-24,2672.027592916667
2017-01-25,2679.0578295833334
2017-01-26,2597.0666625
2017-01-27,2655.9414629166668
2017-01-28,2585.84183125
2017-01-29,2296.7873270833334
2017-01-30,2589.2184083333336
2017-01-31,2657.3791770833336
2017-02-01,2414.12372125
2017-02-02,2507.55878375
2017-02-03,2617.71927
2017-02-04,2442.430028333333
2017-02-05,2126.0388854166667
2017-02-06,2105.52783625
2017-02-07,2634.8030575
2017-02-08,2718.395265
2017-02-09,2693.7756045833335
2017-02-10,2688.4454675
2017-02-11,2554.7531529166667
2017-02-12,2314.4747308333335
2017-02-13,2696.5155258333334
2017-02-14,2693.460015
2017-02-15,2502.28473875
2017-02-16,2547.4459458333336
2017-02-17,2620.7885929166664
2017-02-18,2513.791491666667
2017-02-19,2284.8894145833333
2017-02-20,2638.0059029166664
2017-02-21,2709.5325345833335
2017-02-22,2739.4097475
2017-02-23,2799.3734612499998
2017-02-24,2887.0823775000003
2017-02-25,2537.8086954166665
2017-02-26,2307.7531795833333
2017-02-27,2813.15664125
2017-02-28,2974.28913125
2017-03-01,2850.224672083333
2017-03-02,2661.6438483333336
2017-03-03,2580.4823666666666
2017-03-04,2420.604151666667
2017-03-05,2188.4552275
2017-03-06,2691.88871375
2017-03-07,2888.4173208333336
2017-03-08,2815.2117212499998
2017-03-09,2756.990127083333
2017-03-10,2661.5151616666667
2017-03-11,2489.4994825
2017-03-12,2187.446930833333
2017-03-13,2618.510044166667
2017-03-14,2664.761360416667
2017-03-15,2658.2147929166667
2017-03-16,2672.1794933333335
2017-03-17,2711.38449375
2017-03-18,2586.444955833333
2017-03-19,2224.23255
2017-03-20,2272.2629504166666
2017-03-21,2799.984196666667
2017-03-22,2939.8318808333333
2017-03-23,2859.535123333333
2017-03-24,2917.8478825
2017-03-25,2826.53284625
2017-03-26,2502.009253333333
2017-03-27,3030.9027970833336
2017-03-28,3238.2255695833333
2017-03-29,3174.6425299999996
2017-03-30,3020.2600612499996
2017-03-31,3014.9594220833333
2017-04-01,2834.810572083333
2017-04-02,2650.526019583333
2017-04-03,2986.342475833333
2017-04-04,3137.125161666667
2017-04-05,3025.946732916667
2017-04-06,2738.2838991666667
2017-04-07,2778.322959583333
2017-04-08,2652.7379441666667
2017-04-09,2429.3376116666664
2017-04-10,3016.5582495833332
2017-04-11,3125.45605375
2017-04-12,2879.314726666667
2017-04-13,2562.49769
2017-04-14,2244.0603866666665
2017-04-15,2176.3365970833333
2017-04-16,2236.6419520833333
2017-04-17,2780.4296741666662
2017-04-18,2943.6755504166667
2017-04-19,3072.0502125000003
2017-04-20,3066.71269875
2017-04-21,3157.793905
2017-04-22,2894.134868333333
2017-04-23,2372.2104995833333
2017-04-24,2822.0450825000003
2017-04-25,3230.80586
2017-04-26,3445.8534975000002
2017-04-27,3375.023342916667
2017-04-28,3443.3389316666667
2017-04-29,3245.685923333333
2017-04-30,2512.292860416667
2017-05-01,2505.9197341666663
2017-05-02,2999.2998520833335
2017-05-03,3365.038731666667
2017-05-04,3200.4075154166662
2017-05-05,3075.7850366666667
2017-05-06,2890.39566625
2017-05-07,2608.08278375
2017-05-08,2991.9491791666665
2017-05-09,3000.3877920833334
2017-05-10,3167.005776666667
2017-05-11,3311.920518333334
2017-05-12,3406.5999870833334
2017-05-13,3142.4484016666665
2017-05-14,2837.3358762499997
2017-05-15,3442.0091441666664
2017-05-16,3527.569885416667
2017-05-17,3695.1889791666667
2017-05-18,3655.9921558333335
2017-05-19,3632.6424258333336
2017-05-20,3258.608104166667
2017-05-21,2838.022412083333
2017-05-22,3050.1569979166666
2017-05-23,3250.3970566666667
2017-05-24,3205.194590833333
2017-05-25,3271.3200408333337
2017-05-26,3583.6179174999997
2017-05-27,3389.1461770833334
2017-05-28,3109.276731666667
2017-05-29,3228.71290375
2017-05-30,3238.6591737500003
2017-05-31,3253.2950954166668
2017-06-01,3318.384865
2017-06-02,3355.4549933333333
2017-06-03,3111.3670070833336
2017-06-04,2797.1195399999997
2017-06-05,3366.354417916667
2017-06-06,3517.2007691666663
2017-06-07,3650.3191133333335
2017-06-08,3642.1061879166664
2017-06-09,3563.82434125
2017-06-10,3207.9989725
2017-06-11,2944.16300875
2017-06-12,3502.136218333333
2017-06-13,3623.204835
2017-06-14,3615.981185
2017-06-15,3669.1488795833334
2017-06-16,3624.797756666667
2017-06-17,3450.398412916667
2017-06-18,3093.7695283333337
2017-06-19,3685.1494070833337
2017-06-20,3682.5130241666666
2017-06-21,3809.4221366666666
2017-06-22,3781.167505
2017-06-23,3808.8771454166667
2017-06-24,3441.42320125
2017-06-25,2942.0809416666666
2017-06-26,3428.192920833333
2017-06-27,3414.1606641666663
2017-06-28,3454.49589625
2017-06-29,3568.6035391666665
2017-06-30,3546.1360516666664
2017-07-01,3317.32400875
