iter	RMSE
787	131.8183619
788	131.8173552
789	131.8136832
790	131.813599
791	131.8098214
792	131.8057853
793	131.8013451
794	131.8013446
795	131.7934816
796	131.7873186
797	131.7678239
798	131.7666745
799	131.7661289
800	131.7378522
801	131.7368053
802	131.7162398
803	131.7115458
804	131.7104596
805	131.6992643
806	131.6970368
807	131.6929521
808	131.6917874
809	131.6641915
810	131.6599519
811	131.6535962
812	131.6390271
813	131.6386433
814	131.6386433
815	131.6356043
816	131.6023043
817	131.6021337
818	131.5995126
819	131.5981923
820	131.5949057
821	131.593052
822	131.5858181
823	131.5779712
824	131.5778653
825	131.5608656
826	131.5599052
827	131.5540508
828	131.5519621
829	131.5455748
830	131.5455723
831	131.5334024
832	131.5328752
833	131.5113907
834	131.510975
835	131.5089107
836	131.5048589
837	131.4747836
838	131.4455414
839	131.4228616
840	131.4143608
841	131.4128768
842	131.4098436
843	131.4058468
844	131.4039766
845	131.3965488
846	131.392391
847	131.3834281
848	131.3817171
849	131.3789718
850	131.364491
851	131.3619513
852	131.361835
853	131.3473221
854	131.3462699
855	131.3399093
856	131.3350499
857	131.3350479
858	131.3348144
859	131.3342686
860	131.3301804
861	131.3296173
862	131.3194481
863	131.3171824
864	131.3128589
865	131.312702
866	131.3122108
867	131.2849048
868	131.2782316
869	131.2731134
870	131.2727927
871	131.2706874
872	131.2667803
873	131.2664412
874	131.2658919
875	131.2555552
876	131.2380991
877	131.2241891
878	131.2222812
879	131.2222353
880	131.2222353
881	131.1984462
882	131.1981254
883	131.1981056
884	131.1832464
885	131.1619733
886	131.1460281
887	131.1399792
888	131.1351053
889	131.1350748
890	131.1145742
891	131.1128573
892	131.1067118
893	131.1066263
894	131.1065845
895	131.1056569
896	131.0901876
897	131.0846507
898	131.0796011
899	131.0781871
900	131.0737106
901	131.0676923
902	131.0617654
903	131.0511401
904	131.0511283
905	131.0466693
906	131.0375404
907	131.0363457
908	131.0330779
909	131.0312797
910	131.0299168
911	131.0211444
912	131.021144
913	131.002019
914	131.000639
915	130.9906135
916	130.988648
917	130.9687141
918	130.9655216
919	130.9651529
920	130.9612323
921	130.9517175
922	130.9463499
923	130.9446417
924	130.9368273
925	130.9356928
926	130.934777
927	130.9302011
928	130.9255126
929	130.9253477
930	130.9094909
931	130.9083157
932	130.9066066
933	130.9004601
934	130.90046
935	130.8767376
936	130.8687527
937	130.8676399
938	130.8646063
939	130.8624379
940	130.8624307
941	130.8537532
942	130.850771
943	130.8371426
944	130.8344523
945	130.826683
946	130.8133554
947	130.8072351
948	130.8048799
949	130.7854747
950	130.7730696
951	130.7730412
952	130.7653702
953	130.7653519
954	130.7639503
955	130.7569235
956	130.7542172
957	130.7485799
958	130.7410952
959	130.7221578
960	130.7146813
961	130.6811333
962	130.6811078
963	130.6805111
964	130.6775938
965	130.6710835
966	130.6705775
967	130.670577
968	130.6644923
969	130.6631153
970	130.6610691
971	130.6416748
972	130.6416733
973	130.6305708
974	130.622003
975	130.6211338
976	130.6204256
977	130.6157339
978	130.6157205
979	130.6055257
980	130.5872835
981	130.5872603
982	130.5744809
983	130.5738036
984	130.569633
985	130.5692139
986	130.5652126
987	130.5637175
988	130.5529392
989	130.5525483
990	130.5523777
991	130.5523743
992	130.5515316
993	130.547974
994	130.5476323
995	130.5422599
996	130.5320559
997	130.5318976
998	130.531639
999	130.5292092
